,date,price
67,2018.02.06,7700.3863
68,2018.02.07,7581.8038
69,2018.02.08,8237.2363
70,2018.02.09,8689.8388
71,2018.02.10,8556.6125
72,2018.02.11,8070.7963
73,2018.02.12,8891.2125
74,2018.02.13,8516.2438
75,2018.02.14,9477.84
76,2018.02.15,10016.4888
77,2018.02.16,10178.7125
78,2018.02.17,11092.1475
79,2018.02.18,10396.63
80,2018.02.19,11159.7238
81,2018.02.20,11228.2413
82,2018.02.21,10456.1725
83,2018.02.22,9830.4263
84,2018.02.23,10149.4625
85,2018.02.24,9682.3825
86,2018.02.25,9586.46
87,2018.02.26,10313.0825
88,2018.02.27,10564.4188
89,2018.02.28,10309.6413
90,2018.03.01,10907.59
91,2018.03.02,11019.5213
92,2018.03.03,11438.6513
93,2018.03.04,11479.7313
94,2018.03.05,11432.9825
95,2018.03.06,10709.5275
96,2018.03.07,9906.8
97,2018.03.08,9299.2838
98,2018.03.09,9237.05
99,2018.03.10,8787.1638
100,2018.03.11,9532.7413
101,2018.03.12,9118.2713
102,2018.03.13,9144.1475
103,2018.03.14,8196.8975
104,2018.03.15,8256.9938
105,2018.03.16,8269.3275
106,2018.03.17,7862.1088
107,2018.03.18,8196.0225
108,2018.03.19,8594.1913
109,2018.03.20,8915.9038
110,2018.03.21,8895.4
111,2018.03.22,8712.8913
112,2018.03.23,8918.7438
113,2018.03.24,8535.8938
114,2018.03.25,8449.835
115,2018.03.26,8138.3363
116,2018.03.27,7790.1575
117,2018.03.28,7937.205
118,2018.03.29,7086.4875
119,2018.03.30,6844.3213
120,2018.03.31,6926.0175
121,2018.04.01,6816.74
122,2018.04.02,7049.7938
123,2018.04.03,7417.8875
124,2018.04.04,6789.3013
125,2018.04.05,6774.7513
126,2018.04.06,6620.4088
