,date,price
0,2017.12.01,10859.5625
1,2017.12.02,10895.0138
2,2017.12.03,11180.8875
3,2017.12.04,11616.855
4,2017.12.05,11696.0583
5,2017.12.06,13708.9913
6,2017.12.07,16858.02
7,2017.12.08,16057.145
8,2017.12.09,14913.4038
9,2017.12.10,15036.9563
10,2017.12.11,16699.6775
11,2017.12.12,17178.1025
12,2017.12.13,16407.2025
13,2017.12.14,16531.0838
14,2017.12.15,17601.9438
15,2017.12.16,19343.04
16,2017.12.17,19086.6438
17,2017.12.18,18960.5225
18,2017.12.19,17608.35
19,2017.12.20,16454.7225
20,2017.12.21,15561.05
21,2017.12.22,13857.145
22,2017.12.23,14548.71
23,2017.12.24,13975.4363
24,2017.12.25,13917.0275
25,2017.12.26,15745.2575
26,2017.12.27,15378.285
27,2017.12.28,14428.76
28,2017.12.29,14427.87
29,2017.12.30,12629.8138
30,2017.12.31,13860.1363
31,2018.01.01,13412.44
32,2018.01.02,14740.7563
33,2018.01.03,15134.6513
34,2018.01.04,15155.2263
35,2018.01.05,16937.1738
36,2018.01.06,17135.8363
37,2018.01.07,16178.495
38,2018.01.08,14970.3575
39,2018.01.09,14439.4738
40,2018.01.10,14890.7225
41,2018.01.11,13287.26
42,2018.01.12,13812.715
43,2018.01.13,14188.785
44,2018.01.14,13619.0288
45,2018.01.15,13585.9013
46,2018.01.16,11348.02
47,2018.01.17,11141.2488
48,2018.01.18,11250.6475
49,2018.01.19,11514.925
50,2018.01.20,12759.6413
51,2018.01.21,11522.8588
52,2018.01.22,10772.15
53,2018.01.23,10839.8263
54,2018.01.24,11399.52
55,2018.01.25,11137.2375
56,2018.01.26,11090.0638
57,2018.01.27,11407.1538
58,2018.01.28,11694.4675
59,2018.01.29,11158.3938
60,2018.01.30,10034.9975
61,2018.01.31,10166.5063
62,2018.02.01,9052.5763
63,2018.02.02,8827.63
64,2018.02.03,9224.3913
65,2018.02.04,8186.6488
66,2018.02.05,6914.26
